"NombreMunicipio","CodigoMunicipio","NombreRegion","CodigoRegion","Ubicación","Año","CausaMortalidad","TipoPoblacionObjetivo","NumeroPoblacionObjetivo","NumeroCasos"
"Uramita","05842","OCCIDENTE","6","POINT (-76.266639 7.001396)","2009","Maternas","Nacidos vivos","109","0"
"Urrao","05847","SUROESTE","8","POINT (-76.134557 6.317018)","2009","Maternas","Nacidos vivos","449","0"
"Valdivia","05854","NORTE","5","POINT (-75.391627 7.292119)","2009","Maternas","Nacidos vivos","328","0"
"Valparaíso","05856","SUROESTE","8","POINT (-75.62448 5.616356)","2009","Maternas","Nacidos vivos","65","0"
"Vegachí","05858","NORDESTE","4","POINT (-74.798745 6.77151)","2009","Maternas","Nacidos vivos","197","0"
"Venecia","05861","SUROESTE","8","POINT (-75.733897 5.963555)","2009","Maternas","Nacidos vivos","149","0"
"Vigía del Fuerte","05873","URABA","9","POINT (-76.896085 6.589081)","2009","Maternas","Nacidos vivos","93","0"
"Yalí","05885","NORDESTE","4","POINT (-74.842107 6.675328)","2009","Maternas","Nacidos vivos","88","0"
"Yarumal","05887","NORTE","5","POINT (-75.416733 6.963321)","2009","Maternas","Nacidos vivos","864","1"
"Yolombó","05890","NORDESTE","4","POINT (-75.01183 6.59926)","2009","Maternas","Nacidos vivos","368","0"
"Yondó","05893","MAGDALENA MEDIO","3","POINT (-73.909599 7.007398)","2009","Maternas","Nacidos vivos","336","0"
"Zaragoza","05895","BAJO CAUCA","2","POINT (-74.868261 7.492548)","2009","Maternas","Nacidos vivos","581","0"
"Abejorral","05002","ORIENTE","7","POINT (-75.427045 5.79145)","2010","Maternas","Nacidos vivos","241","1"
"Abriaquí","05004","OCCIDENTE","6","POINT (-76.064563 6.63197)","2010","Maternas","Nacidos vivos","34","0"
"Alejandría","05021","ORIENTE","7","POINT (-75.141258 6.376923)","2010","Maternas","Nacidos vivos","53","0"
"Amagá","05030","SUROESTE","8","POINT (-75.703216 6.04063)","2010","Maternas","Nacidos vivos","308","1"
"Amalfi","05031","NORDESTE","4","POINT (-75.075028 6.907385)","2010","Maternas","Nacidos vivos","392","0"
"Andes","05034","SUROESTE","8","POINT (-75.877699 5.655629)","2010","Maternas","Nacidos vivos","552","0"
"Angelópolis","05036","SUROESTE","8","POINT (-75.710262 6.111531)","2010","Maternas","Nacidos vivos","79","0"
"Angostura","05038","NORTE","5","POINT (-75.334973 6.885789)","2010","Maternas","Nacidos vivos","160","0"
"Anorí","05040","NORDESTE","4","POINT (-75.145827 7.073577)","2010","Maternas","Nacidos vivos","306","0"
"Anzá","05044","OCCIDENTE","6","POINT (-75.854027 6.303405)","2010","Maternas","Nacidos vivos","96","0"
"Apartadó","05045","URABA","9","POINT (-76.630692 7.887047)","2010","Maternas","Nacidos vivos","2,220","1"
"Arboletes","05051","URABA","9","POINT (-76.427353 8.852936)","2010","Maternas","Nacidos vivos","407","0"
"Argelia","05055","ORIENTE","7","POINT (-75.142821 5.731236)","2010","Maternas","Nacidos vivos","111","0"
"Armenia","05059","OCCIDENTE","6","POINT (-75.787666 6.156497)","2010","Maternas","Nacidos vivos","53","0"
"Barbosa","05079","VALLE DE ABURRA","1","POINT (-75.331286 6.437248)","2010","Maternas","Nacidos vivos","496","0"
"Bello","05088","VALLE DE ABURRA","1","POINT (-75.558281 6.334985)","2010","Maternas","Nacidos vivos","4,822","4"
"Belmira","05086","NORTE","5","POINT (-75.667252 6.606713)","2010","Maternas","Nacidos vivos","76","0"
"Betania","05091","SUROESTE","8","POINT (-75.976261 5.745292)","2010","Maternas","Nacidos vivos","118","0"
"Betulia","05093","SUROESTE","8","POINT (-75.984594 6.113454)","2010","Maternas","Nacidos vivos","275","0"
"Briceño","05107","NORTE","5","POINT (-75.551532 7.110465)","2010","Maternas","Nacidos vivos","150","0"
"Buriticá","05113","OCCIDENTE","6","POINT (-75.907102 6.719872)","2010","Maternas","Nacidos vivos","121","0"
"Cáceres","05120","BAJO CAUCA","2","POINT (-75.347874 7.582281)","2010","Maternas","Nacidos vivos","643","1"
"Caicedo","05125","OCCIDENTE","6","POINT (-75.982545 6.406072)","2010","Maternas","Nacidos vivos","122","0"
"Caldas","05129","VALLE DE ABURRA","1","POINT (-75.635534 6.09199)","2010","Maternas","Nacidos vivos","740","1"
"Campamento","05134","NORTE","5","POINT (-75.29634 6.979113)","2010","Maternas","Nacidos vivos","119","0"
"Cañasgordas","05138","OCCIDENTE","6","POINT (-76.025603 6.749957)","2010","Maternas","Nacidos vivos","191","0"
"Caracolí","05142","MAGDALENA MEDIO","3","POINT (-74.756712 6.410876)","2010","Maternas","Nacidos vivos","63","0"
"Caramanta","05145","SUROESTE","8","POINT (-75.644483 5.548681)","2010","Maternas","Nacidos vivos","70","0"
"Carepa","05147","URABA","9","POINT (-76.655568 7.755937)","2010","Maternas","Nacidos vivos","897","1"
"Carolina","05150","NORTE","5","POINT (-75.281494 6.723626)","2010","Maternas","Nacidos vivos","27","0"
"Caucasia","05154","BAJO CAUCA","2","POINT (-75.197397 7.989436)","2010","Maternas","Nacidos vivos","1,633","0"
"Chigorodó","05172","URABA","9","POINT (-76.685044 7.672652)","2010","Maternas","Nacidos vivos","1,223","0"
"Cisneros","05190","NORDESTE","4","POINT (-75.087684 6.538526)","2010","Maternas","Nacidos vivos","130","0"
"Ciudad Bolívar","05101","SUROESTE","8","POINT (-76.020994 5.850015)","2010","Maternas","Nacidos vivos","426","1"
"Cocorná","05197","ORIENTE","7","POINT (-75.185273 6.057769)","2010","Maternas","Nacidos vivos","200","0"
"Concepción","05206","ORIENTE","7","POINT (-75.259425 6.394975)","2010","Maternas","Nacidos vivos","52","0"
"Concordia","05209","SUROESTE","8","POINT (-75.907256 6.046154)","2010","Maternas","Nacidos vivos","279","0"
"Copacabana","05212","VALLE DE ABURRA","1","POINT (-75.508181 6.346097)","2010","Maternas","Nacidos vivos","639","0"
"Dabeiba","05234","OCCIDENTE","6","POINT (-76.266682 7.001567)","2010","Maternas","Nacidos vivos","272","1"
"Donmatías","05237","NORTE","5","POINT (-75.394608 6.486305)","2010","Maternas","Nacidos vivos","256","0"
"Ebéjico","05240","OCCIDENTE","6","POINT (-75.768514 6.326468)","2010","Maternas","Nacidos vivos","127","0"
"El Bagre","05250","BAJO CAUCA","2","POINT (-74.812977 7.60005)","2010","Maternas","Nacidos vivos","1,021","1"
"El Carmen de Viboral","05148","ORIENTE","7","POINT (-75.335351 6.083283)","2010","Maternas","Nacidos vivos","542","0"
"El Peñol","05541","ORIENTE","7","POINT (-75.161743 6.234274)","2010","Maternas","Nacidos vivos","201","0"
"El Retiro","05607","ORIENTE","7","POINT (-75.502683 6.057336)","2010","Maternas","Nacidos vivos","158","0"
"El Santuario","05697","ORIENTE","7","POINT (-75.265676 6.139528)","2010","Maternas","Nacidos vivos","462","0"
"Entrerríos","05264","NORTE","5","POINT (-75.517037 6.567385)","2010","Maternas","Nacidos vivos","101","1"
"Envigado","05266","VALLE DE ABURRA","1","POINT (-75.587333 6.16996)","2010","Maternas","Nacidos vivos","1,597","0"
"Fredonia","05282","SUROESTE","8","POINT (-75.671749 5.927145)","2010","Maternas","Nacidos vivos","213","0"
"Frontino","05284","OCCIDENTE","6","POINT (-76.128568 6.77975)","2010","Maternas","Nacidos vivos","304","1"
"Giraldo","05306","OCCIDENTE","6","POINT (-75.953365 6.680421)","2010","Maternas","Nacidos vivos","68","0"
"Girardota","05308","VALLE DE ABURRA","1","POINT (-75.446101 6.377536)","2010","Maternas","Nacidos vivos","466","0"
"Gómez Plata","05310","NORTE","5","POINT (-75.219375 6.681523)","2010","Maternas","Nacidos vivos","117","0"
"Granada","05313","ORIENTE","7","POINT (-75.18443 6.14432)","2010","Maternas","Nacidos vivos","114","0"
"Guadalupe","05315","NORTE","5","POINT (-75.240458 6.814987)","2010","Maternas","Nacidos vivos","79","0"
"Guarne","05318","ORIENTE","7","POINT (-75.442619 6.279958)","2010","Maternas","Nacidos vivos","440","0"
"Guatapé","05321","ORIENTE","7","POINT (-75.161723 6.234276)","2010","Maternas","Nacidos vivos","58","0"
"Heliconia","05347","OCCIDENTE","6","POINT (-75.733349 6.207128)","2010","Maternas","Nacidos vivos","42","0"
"Hispania","05353","SUROESTE","8","POINT (-75.907416 5.799621)","2010","Maternas","Nacidos vivos","43","0"
"Itagüí","05360","VALLE DE ABURRA","1","POINT (-75.609585 6.172619)","2010","Maternas","Nacidos vivos","2,518","2"
"Ituango","05361","NORTE","5","POINT (-75.764081 7.172568)","2010","Maternas","Nacidos vivos","391","0"
"Jardín","05364","SUROESTE","8","POINT (-75.819483 5.599097)","2010","Maternas","Nacidos vivos","169","0"
"Jericó","05368","SUROESTE","8","POINT (-75.786118 5.791557)","2010","Maternas","Nacidos vivos","123","0"
"La Ceja","05376","ORIENTE","7","POINT (-75.431681 6.030682)","2010","Maternas","Nacidos vivos","692","2"
"La Estrella","05380","VALLE DE ABURRA","1","POINT (-75.643382 6.157644)","2010","Maternas","Nacidos vivos","541","0"
"La Pintada","05390","SUROESTE","8","POINT (-75.606525 5.747143)","2010","Maternas","Nacidos vivos","118","0"
"La Unión","05400","ORIENTE","7","POINT (-75.361241 5.973832)","2010","Maternas","Nacidos vivos","258","0"
"Liborina","05411","OCCIDENTE","6","POINT (-75.811313 6.67786)","2010","Maternas","Nacidos vivos","110","1"
"Maceo","05425","MAGDALENA MEDIO","3","POINT (-74.673429 6.530691)","2010","Maternas","Nacidos vivos","92","0"
"Marinilla","05440","ORIENTE","7","POINT (-75.334772 6.173718)","2010","Maternas","Nacidos vivos","634","0"
"Medellín","05001","VALLE DE ABURRA","1","POINT (-75.564739 6.253104)","2010","Maternas","Nacidos vivos","28,587","6"
"Montebello","05467","SUROESTE","8","POINT (-75.524621 5.945694)","2010","Maternas","Nacidos vivos","73","0"
"Murindó","05475","URABA","9","POINT (-76.82131 6.981328)","2010","Maternas","Nacidos vivos","51","0"
"Mutatá","05480","URABA","9","POINT (-76.436928 7.245319)","2010","Maternas","Nacidos vivos","387","1"
"Nariño","05483","ORIENTE","7","POINT (-75.176323 5.609727)","2010","Maternas","Nacidos vivos","167","0"
"Nechí","05495","BAJO CAUCA","2","POINT (-74.775013 8.095003)","2010","Maternas","Nacidos vivos","441","0"
"Necoclí","05490","URABA","9","POINT (-76.786829 8.424299)","2010","Maternas","Nacidos vivos","922","0"
"Olaya","05501","OCCIDENTE","6","POINT (-75.81238 6.628142)","2010","Maternas","Nacidos vivos","40","0"
"Peque","05543","OCCIDENTE","6","POINT (-75.908927 7.021696)","2010","Maternas","Nacidos vivos","93","0"
"Pueblorrico","05576","SUROESTE","8","POINT (-75.841914 5.790844)","2010","Maternas","Nacidos vivos","106","1"
"Puerto Berrío","05579","MAGDALENA MEDIO","3","POINT (-74.402022 6.490753)","2010","Maternas","Nacidos vivos","800","0"
"Puerto Nare","05585","MAGDALENA MEDIO","3","POINT (-74.581675 6.187952)","2010","Maternas","Nacidos vivos","173","1"
"Puerto Triunfo","05591","MAGDALENA MEDIO","3","POINT (-74.640079 5.87335)","2010","Maternas","Nacidos vivos","248","0"
"Remedios","05604","NORDESTE","4","POINT (-74.69368 7.02808)","2010","Maternas","Nacidos vivos","387","1"
"Rionegro","05615","ORIENTE","7","POINT (-75.373872 6.153548)","2010","Maternas","Nacidos vivos","1,283","0"
"Sabanalarga","05628","OCCIDENTE","6","POINT (-75.818245 6.850482)","2010","Maternas","Nacidos vivos","186","0"
"Sabaneta","05631","VALLE DE ABURRA","1","POINT (-75.615491 6.15156)","2010","Maternas","Nacidos vivos","447","0"
"Salgar","05642","SUROESTE","8","POINT (-75.979184 5.963438)","2010","Maternas","Nacidos vivos","259","0"
"San Andrés de Cuerquia","05647","NORTE","5","POINT (-75.67649 6.914739)","2010","Maternas","Nacidos vivos","94","0"
"San Carlos","05649","ORIENTE","7","POINT (-74.992086 6.188726)","2010","Maternas","Nacidos vivos","184","0"
"San Francisco","05652","ORIENTE","7","POINT (-75.102069 5.964854)","2010","Maternas","Nacidos vivos","88","0"
"San Jerónimo","05656","OCCIDENTE","6","POINT (-75.72792 6.442677)","2010","Maternas","Nacidos vivos","147","0"
"San José de La Montaña","05658","NORTE","5","POINT (-75.683472 6.848958)","2010","Maternas","Nacidos vivos","63","0"
"San Juan de Urabá","05659","URABA","9","POINT (-76.524538 8.766496)","2010","Maternas","Nacidos vivos","394","0"
"San Luis","05660","ORIENTE","7","POINT (-74.994436 6.042772)","2010","Maternas","Nacidos vivos","189","0"
"San Pedro de Los Milagros","05664","NORTE","5","POINT (-75.555959 6.461815)","2010","Maternas","Nacidos vivos","398","0"
"San Pedro de Urabá","05665","URABA","9","POINT (-76.382921 8.277916)","2010","Maternas","Nacidos vivos","770","3"
"San Rafael","05667","ORIENTE","7","POINT (-75.028257 6.295426)","2010","Maternas","Nacidos vivos","171","0"
"San Roque","05670","NORDESTE","4","POINT (-75.019485 6.485044)","2010","Maternas","Nacidos vivos","252","0"
"San Vicente","05674","ORIENTE","7","POINT (-75.331782 6.282678)","2010","Maternas","Nacidos vivos","233","0"
"Santa Bárbara","05679","SUROESTE","8","POINT (-75.568167 5.874215)","2010","Maternas","Nacidos vivos","249","0"
"Santa Fe de Antioquia","05042","OCCIDENTE","6","POINT (-75.827742 6.556455)","2010","Maternas","Nacidos vivos","331","0"
"Santa Rosa de Osos","05686","NORTE","5","POINT (-75.460696 6.648965)","2010","Maternas","Nacidos vivos","509","1"
"Santo Domingo","05690","NORDESTE","4","POINT (-75.164398 6.471292)","2010","Maternas","Nacidos vivos","131","0"
"Segovia","05736","NORDESTE","4","POINT (-75.164407 6.471289)","2010","Maternas","Nacidos vivos","643","0"
"Sonsón","05756","ORIENTE","7","POINT (-75.31098 5.709254)","2010","Maternas","Nacidos vivos","460","0"
"Sopetrán","05761","OCCIDENTE","6","POINT (-75.742487 6.500955)","2010","Maternas","Nacidos vivos","167","1"
"Támesis","05789","SUROESTE","8","POINT (-75.712508 5.662788)","2010","Maternas","Nacidos vivos","174","0"
"Tarazá","05790","BAJO CAUCA","2","POINT (-75.39983 7.58049)","2010","Maternas","Nacidos vivos","587","1"
"Tarso","05792","SUROESTE","8","POINT (-75.82213 5.865469)","2010","Maternas","Nacidos vivos","64","0"
"Titiribí","05809","SUROESTE","8","POINT (-75.793717 6.063419)","2010","Maternas","Nacidos vivos","70","0"
"Toledo","05819","NORTE","5","POINT (-75.691555 7.01096)","2010","Maternas","Nacidos vivos","103","1"
"Turbo","05837","URABA","9","POINT (-76.728476 8.095151)","2010","Maternas","Nacidos vivos","2,833","1"
"Uramita","05842","OCCIDENTE","6","POINT (-76.266639 7.001396)","2010","Maternas","Nacidos vivos","109","0"
"Urrao","05847","SUROESTE","8","POINT (-76.134557 6.317018)","2010","Maternas","Nacidos vivos","387","0"
"Valdivia","05854","NORTE","5","POINT (-75.391627 7.292119)","2010","Maternas","Nacidos vivos","282","0"
"Valparaíso","05856","SUROESTE","8","POINT (-75.62448 5.616356)","2010","Maternas","Nacidos vivos","52","0"
"Vegachí","05858","NORDESTE","4","POINT (-74.798745 6.77151)","2010","Maternas","Nacidos vivos","219","0"
"Venecia","05861","SUROESTE","8","POINT (-75.733897 5.963555)","2010","Maternas","Nacidos vivos","132","0"
"Vigía del Fuerte","05873","URABA","9","POINT (-76.896085 6.589081)","2010","Maternas","Nacidos vivos","117","0"
"Yalí","05885","NORDESTE","4","POINT (-74.842107 6.675328)","2010","Maternas","Nacidos vivos","86","0"
"Yarumal","05887","NORTE","5","POINT (-75.416733 6.963321)","2010","Maternas","Nacidos vivos","721","1"
"Yolombó","05890","NORDESTE","4","POINT (-75.01183 6.59926)","2010","Maternas","Nacidos vivos","255","0"
"Yondó","05893","MAGDALENA MEDIO","3","POINT (-73.909599 7.007398)","2010","Maternas","Nacidos vivos","272","0"
"Zaragoza","05895","BAJO CAUCA","2","POINT (-74.868261 7.492548)","2010","Maternas","Nacidos vivos","514","1"
"Abejorral","05002","ORIENTE","7","POINT (-75.427045 5.79145)","2011","Maternas","Nacidos vivos","253","0"
"Abriaquí","05004","OCCIDENTE","6","POINT (-76.064563 6.63197)","2011","Maternas","Nacidos vivos","30","0"
"Alejandría","05021","ORIENTE","7","POINT (-75.141258 6.376923)","2011","Maternas","Nacidos vivos","53","0"
"Amagá","05030","SUROESTE","8","POINT (-75.703216 6.04063)","2011","Maternas","Nacidos vivos","275","0"
"Amalfi","05031","NORDESTE","4","POINT (-75.075028 6.907385)","2011","Maternas","Nacidos vivos","401","1"
"Andes","05034","SUROESTE","8","POINT (-75.877699 5.655629)","2011","Maternas","Nacidos vivos","556","1"
"Angelópolis","05036","SUROESTE","8","POINT (-75.710262 6.111531)","2011","Maternas","Nacidos vivos","63","0"
"Angostura","05038","NORTE","5","POINT (-75.334973 6.885789)","2011","Maternas","Nacidos vivos","173","0"
"Anorí","05040","NORDESTE","4","POINT (-75.145827 7.073577)","2011","Maternas","Nacidos vivos","287","0"
"Anzá","05044","OCCIDENTE","6","POINT (-75.854027 6.303405)","2011","Maternas","Nacidos vivos","101","0"
"Apartadó","05045","URABA","9","POINT (-76.630692 7.887047)","2011","Maternas","Nacidos vivos","2,345","2"
"Arboletes","05051","URABA","9","POINT (-76.427353 8.852936)","2011","Maternas","Nacidos vivos","498","0"
"Argelia","05055","ORIENTE","7","POINT (-75.142821 5.731236)","2011","Maternas","Nacidos vivos","130","1"
"Armenia","05059","OCCIDENTE","6","POINT (-75.787666 6.156497)","2011","Maternas","Nacidos vivos","46","0"
"Barbosa","05079","VALLE DE ABURRA","1","POINT (-75.331286 6.437248)","2011","Maternas","Nacidos vivos","447","0"
"Bello","05088","VALLE DE ABURRA","1","POINT (-75.558281 6.334985)","2011","Maternas","Nacidos vivos","4,558","1"
"Belmira","05086","NORTE","5","POINT (-75.667252 6.606713)","2011","Maternas","Nacidos vivos","77","0"
"Betania","05091","SUROESTE","8","POINT (-75.976261 5.745292)","2011","Maternas","Nacidos vivos","112","0"
"Betulia","05093","SUROESTE","8","POINT (-75.984594 6.113454)","2011","Maternas","Nacidos vivos","289","1"
"Briceño","05107","NORTE","5","POINT (-75.551532 7.110465)","2011","Maternas","Nacidos vivos","149","0"
"Buriticá","05113","OCCIDENTE","6","POINT (-75.907102 6.719872)","2011","Maternas","Nacidos vivos","117","0"
"Cáceres","05120","BAJO CAUCA","2","POINT (-75.347874 7.582281)","2011","Maternas","Nacidos vivos","585","1"
"Caicedo","05125","OCCIDENTE","6","POINT (-75.982545 6.406072)","2011","Maternas","Nacidos vivos","123","0"
"Caldas","05129","VALLE DE ABURRA","1","POINT (-75.635534 6.09199)","2011","Maternas","Nacidos vivos","748","0"
"Campamento","05134","NORTE","5","POINT (-75.29634 6.979113)","2011","Maternas","Nacidos vivos","106","0"
"Cañasgordas","05138","OCCIDENTE","6","POINT (-76.025603 6.749957)","2011","Maternas","Nacidos vivos","183","0"
"Caracolí","05142","MAGDALENA MEDIO","3","POINT (-74.756712 6.410876)","2011","Maternas","Nacidos vivos","45","0"
"Caramanta","05145","SUROESTE","8","POINT (-75.644483 5.548681)","2011","Maternas","Nacidos vivos","58","0"
"Carepa","05147","URABA","9","POINT (-76.655568 7.755937)","2011","Maternas","Nacidos vivos","992","2"
"Carolina","05150","NORTE","5","POINT (-75.281494 6.723626)","2011","Maternas","Nacidos vivos","28","0"
"Caucasia","05154","BAJO CAUCA","2","POINT (-75.197397 7.989436)","2011","Maternas","Nacidos vivos","1,516","0"
"Chigorodó","05172","URABA","9","POINT (-76.685044 7.672652)","2011","Maternas","Nacidos vivos","1,197","0"
"Cisneros","05190","NORDESTE","4","POINT (-75.087684 6.538526)","2011","Maternas","Nacidos vivos","122","1"
"Ciudad Bolívar","05101","SUROESTE","8","POINT (-76.020994 5.850015)","2011","Maternas","Nacidos vivos","456","0"
"Cocorná","05197","ORIENTE","7","POINT (-75.185273 6.057769)","2011","Maternas","Nacidos vivos","201","0"
"Concepción","05206","ORIENTE","7","POINT (-75.259425 6.394975)","2011","Maternas","Nacidos vivos","53","0"
"Concordia","05209","SUROESTE","8","POINT (-75.907256 6.046154)","2011","Maternas","Nacidos vivos","268","0"
"Copacabana","05212","VALLE DE ABURRA","1","POINT (-75.508181 6.346097)","2011","Maternas","Nacidos vivos","665","0"
"Dabeiba","05234","OCCIDENTE","6","POINT (-76.266682 7.001567)","2011","Maternas","Nacidos vivos","229","1"
"Donmatías","05237","NORTE","5","POINT (-75.394608 6.486305)","2011","Maternas","Nacidos vivos","224","0"
"Ebéjico","05240","OCCIDENTE","6","POINT (-75.768514 6.326468)","2011","Maternas","Nacidos vivos","116","0"
"El Bagre","05250","BAJO CAUCA","2","POINT (-74.812977 7.60005)","2011","Maternas","Nacidos vivos","1,100","3"
"El Carmen de Viboral","05148","ORIENTE","7","POINT (-75.335351 6.083283)","2011","Maternas","Nacidos vivos","508","0"
"El Peñol","05541","ORIENTE","7","POINT (-75.161743 6.234274)","2011","Maternas","Nacidos vivos","216","1"
"El Retiro","05607","ORIENTE","7","POINT (-75.502683 6.057336)","2011","Maternas","Nacidos vivos","172","0"
"El Santuario","05697","ORIENTE","7","POINT (-75.265676 6.139528)","2011","Maternas","Nacidos vivos","444","0"
"Entrerríos","05264","NORTE","5","POINT (-75.517037 6.567385)","2011","Maternas","Nacidos vivos","105","0"
"Envigado","05266","VALLE DE ABURRA","1","POINT (-75.587333 6.16996)","2011","Maternas","Nacidos vivos","1,580","0"
"Fredonia","05282","SUROESTE","8","POINT (-75.671749 5.927145)","2011","Maternas","Nacidos vivos","173","0"
"Frontino","05284","OCCIDENTE","6","POINT (-76.128568 6.77975)","2011","Maternas","Nacidos vivos","280","0"
"Giraldo","05306","OCCIDENTE","6","POINT (-75.953365 6.680421)","2011","Maternas","Nacidos vivos","60","0"
"Girardota","05308","VALLE DE ABURRA","1","POINT (-75.446101 6.377536)","2011","Maternas","Nacidos vivos","401","0"
"Gómez Plata","05310","NORTE","5","POINT (-75.219375 6.681523)","2011","Maternas","Nacidos vivos","85","0"
"Granada","05313","ORIENTE","7","POINT (-75.18443 6.14432)","2011","Maternas","Nacidos vivos","119","0"
"Guadalupe","05315","NORTE","5","POINT (-75.240458 6.814987)","2011","Maternas","Nacidos vivos","81","0"
"Guarne","05318","ORIENTE","7","POINT (-75.442619 6.279958)","2011","Maternas","Nacidos vivos","360","0"
"Guatapé","05321","ORIENTE","7","POINT (-75.161723 6.234276)","2011","Maternas","Nacidos vivos","56","0"
"Heliconia","05347","OCCIDENTE","6","POINT (-75.733349 6.207128)","2011","Maternas","Nacidos vivos","54","0"
"Hispania","05353","SUROESTE","8","POINT (-75.907416 5.799621)","2011","Maternas","Nacidos vivos","47","0"
"Itagüí","05360","VALLE DE ABURRA","1","POINT (-75.609585 6.172619)","2011","Maternas","Nacidos vivos","2,454","1"
"Ituango","05361","NORTE","5","POINT (-75.764081 7.172568)","2011","Maternas","Nacidos vivos","413","0"
"Jardín","05364","SUROESTE","8","POINT (-75.819483 5.599097)","2011","Maternas","Nacidos vivos","154","0"
"Jericó","05368","SUROESTE","8","POINT (-75.786118 5.791557)","2011","Maternas","Nacidos vivos","127","0"
"La Ceja","05376","ORIENTE","7","POINT (-75.431681 6.030682)","2011","Maternas","Nacidos vivos","705","0"
"La Estrella","05380","VALLE DE ABURRA","1","POINT (-75.643382 6.157644)","2011","Maternas","Nacidos vivos","549","0"
"La Pintada","05390","SUROESTE","8","POINT (-75.606525 5.747143)","2011","Maternas","Nacidos vivos","87","0"
"La Unión","05400","ORIENTE","7","POINT (-75.361241 5.973832)","2011","Maternas","Nacidos vivos","288","1"
"Liborina","05411","OCCIDENTE","6","POINT (-75.811313 6.67786)","2011","Maternas","Nacidos vivos","127","0"
"Maceo","05425","MAGDALENA MEDIO","3","POINT (-74.673429 6.530691)","2011","Maternas","Nacidos vivos","120","0"
"Marinilla","05440","ORIENTE","7","POINT (-75.334772 6.173718)","2011","Maternas","Nacidos vivos","575","0"
"Medellín","05001","VALLE DE ABURRA","1","POINT (-75.564739 6.253104)","2011","Maternas","Nacidos vivos","27,675","11"
"Montebello","05467","SUROESTE","8","POINT (-75.524621 5.945694)","2011","Maternas","Nacidos vivos","60","0"
"Murindó","05475","URABA","9","POINT (-76.82131 6.981328)","2011","Maternas","Nacidos vivos","69","0"
"Mutatá","05480","URABA","9","POINT (-76.436928 7.245319)","2011","Maternas","Nacidos vivos","405","0"
"Nariño","05483","ORIENTE","7","POINT (-75.176323 5.609727)","2011","Maternas","Nacidos vivos","156","0"
"Nechí","05495","BAJO CAUCA","2","POINT (-74.775013 8.095003)","2011","Maternas","Nacidos vivos","490","0"
"Necoclí","05490","URABA","9","POINT (-76.786829 8.424299)","2011","Maternas","Nacidos vivos","952","2"
"Olaya","05501","OCCIDENTE","6","POINT (-75.81238 6.628142)","2011","Maternas","Nacidos vivos","27","0"
"Peque","05543","OCCIDENTE","6","POINT (-75.908927 7.021696)","2011","Maternas","Nacidos vivos","125","0"
"Pueblorrico","05576","SUROESTE","8","POINT (-75.841914 5.790844)","2011","Maternas","Nacidos vivos","90","0"
"Puerto Berrío","05579","MAGDALENA MEDIO","3","POINT (-74.402022 6.490753)","2011","Maternas","Nacidos vivos","874","1"
"Puerto Nare","05585","MAGDALENA MEDIO","3","POINT (-74.581675 6.187952)","2011","Maternas","Nacidos vivos","167","0"
"Puerto Triunfo","05591","MAGDALENA MEDIO","3","POINT (-74.640079 5.87335)","2011","Maternas","Nacidos vivos","226","0"
"Remedios","05604","NORDESTE","4","POINT (-74.69368 7.02808)","2011","Maternas","Nacidos vivos","433","0"
"Rionegro","05615","ORIENTE","7","POINT (-75.373872 6.153548)","2011","Maternas","Nacidos vivos","1,258","0"
"Sabanalarga","05628","OCCIDENTE","6","POINT (-75.818245 6.850482)","2011","Maternas","Nacidos vivos","146","0"
"Sabaneta","05631","VALLE DE ABURRA","1","POINT (-75.615491 6.15156)","2011","Maternas","Nacidos vivos","453","1"
"Salgar","05642","SUROESTE","8","POINT (-75.979184 5.963438)","2011","Maternas","Nacidos vivos","258","0"
"San Andrés de Cuerquia","05647","NORTE","5","POINT (-75.67649 6.914739)","2011","Maternas","Nacidos vivos","94","0"
"San Carlos","05649","ORIENTE","7","POINT (-74.992086 6.188726)","2011","Maternas","Nacidos vivos","183","0"
"San Francisco","05652","ORIENTE","7","POINT (-75.102069 5.964854)","2011","Maternas","Nacidos vivos","77","0"
"San Jerónimo","05656","OCCIDENTE","6","POINT (-75.72792 6.442677)","2011","Maternas","Nacidos vivos","127","0"
"San José de La Montaña","05658","NORTE","5","POINT (-75.683472 6.848958)","2011","Maternas","Nacidos vivos","45","0"
"San Juan de Urabá","05659","URABA","9","POINT (-76.524538 8.766496)","2011","Maternas","Nacidos vivos","515","0"
"San Luis","05660","ORIENTE","7","POINT (-74.994436 6.042772)","2011","Maternas","Nacidos vivos","190","0"
"San Pedro de Los Milagros","05664","NORTE","5","POINT (-75.555959 6.461815)","2011","Maternas","Nacidos vivos","330","1"
"San Pedro de Urabá","05665","URABA","9","POINT (-76.382921 8.277916)","2011","Maternas","Nacidos vivos","671","1"
"San Rafael","05667","ORIENTE","7","POINT (-75.028257 6.295426)","2011","Maternas","Nacidos vivos","148","0"
"San Roque","05670","NORDESTE","4","POINT (-75.019485 6.485044)","2011","Maternas","Nacidos vivos","260","1"
"San Vicente","05674","ORIENTE","7","POINT (-75.331782 6.282678)","2011","Maternas","Nacidos vivos","210","0"
"Santa Bárbara","05679","SUROESTE","8","POINT (-75.568167 5.874215)","2011","Maternas","Nacidos vivos","273","0"
"Santa Fe de Antioquia","05042","OCCIDENTE","6","POINT (-75.827742 6.556455)","2011","Maternas","Nacidos vivos","288","0"
