"NombreMunicipio","CodigoMunicipio","NombreRegion","CodigoRegion","Ubicación","Año","CausaMortalidad","TipoPoblacionObjetivo","NumeroPoblacionObjetivo","NumeroCasos"
"Santa Rosa de Osos","05686","NORTE","5","POINT (-75.460696 6.648965)","2011","Maternas","Nacidos vivos","471","1"
"Santo Domingo","05690","NORDESTE","4","POINT (-75.164398 6.471292)","2011","Maternas","Nacidos vivos","102","0"
"Segovia","05736","NORDESTE","4","POINT (-75.164407 6.471289)","2011","Maternas","Nacidos vivos","652","1"
"Sonsón","05756","ORIENTE","7","POINT (-75.31098 5.709254)","2011","Maternas","Nacidos vivos","453","1"
"Sopetrán","05761","OCCIDENTE","6","POINT (-75.742487 6.500955)","2011","Maternas","Nacidos vivos","145","1"
"Támesis","05789","SUROESTE","8","POINT (-75.712508 5.662788)","2011","Maternas","Nacidos vivos","127","0"
"Tarazá","05790","BAJO CAUCA","2","POINT (-75.39983 7.58049)","2011","Maternas","Nacidos vivos","560","0"
"Tarso","05792","SUROESTE","8","POINT (-75.82213 5.865469)","2011","Maternas","Nacidos vivos","48","0"
"Titiribí","05809","SUROESTE","8","POINT (-75.793717 6.063419)","2011","Maternas","Nacidos vivos","82","0"
"Toledo","05819","NORTE","5","POINT (-75.691555 7.01096)","2011","Maternas","Nacidos vivos","88","0"
"Turbo","05837","URABA","9","POINT (-76.728476 8.095151)","2011","Maternas","Nacidos vivos","2,939","1"
"Uramita","05842","OCCIDENTE","6","POINT (-76.266639 7.001396)","2011","Maternas","Nacidos vivos","92","0"
"Urrao","05847","SUROESTE","8","POINT (-76.134557 6.317018)","2011","Maternas","Nacidos vivos","429","0"
"Valdivia","05854","NORTE","5","POINT (-75.391627 7.292119)","2011","Maternas","Nacidos vivos","260","0"
"Valparaíso","05856","SUROESTE","8","POINT (-75.62448 5.616356)","2011","Maternas","Nacidos vivos","60","0"
"Vegachí","05858","NORDESTE","4","POINT (-74.798745 6.77151)","2011","Maternas","Nacidos vivos","212","0"
"Venecia","05861","SUROESTE","8","POINT (-75.733897 5.963555)","2011","Maternas","Nacidos vivos","118","0"
"Vigía del Fuerte","05873","URABA","9","POINT (-76.896085 6.589081)","2011","Maternas","Nacidos vivos","91","0"
"Yalí","05885","NORDESTE","4","POINT (-74.842107 6.675328)","2011","Maternas","Nacidos vivos","86","0"
"Yarumal","05887","NORTE","5","POINT (-75.416733 6.963321)","2011","Maternas","Nacidos vivos","690","0"
"Yolombó","05890","NORDESTE","4","POINT (-75.01183 6.59926)","2011","Maternas","Nacidos vivos","227","0"
"Yondó","05893","MAGDALENA MEDIO","3","POINT (-73.909599 7.007398)","2011","Maternas","Nacidos vivos","328","1"
"Zaragoza","05895","BAJO CAUCA","2","POINT (-74.868261 7.492548)","2011","Maternas","Nacidos vivos","511","0"
"Abejorral","05002","ORIENTE","7","POINT (-75.427045 5.79145)","2012","Maternas","Nacidos vivos","246","0"
"Abriaquí","05004","OCCIDENTE","6","POINT (-76.064563 6.63197)","2012","Maternas","Nacidos vivos","31","0"
"Alejandría","05021","ORIENTE","7","POINT (-75.141258 6.376923)","2012","Maternas","Nacidos vivos","56","0"
"Amagá","05030","SUROESTE","8","POINT (-75.703216 6.04063)","2012","Maternas","Nacidos vivos","284","0"
"Amalfi","05031","NORDESTE","4","POINT (-75.075028 6.907385)","2012","Maternas","Nacidos vivos","355","0"
"Andes","05034","SUROESTE","8","POINT (-75.877699 5.655629)","2012","Maternas","Nacidos vivos","528","1"
"Angelópolis","05036","SUROESTE","8","POINT (-75.710262 6.111531)","2012","Maternas","Nacidos vivos","54","0"
"Angostura","05038","NORTE","5","POINT (-75.334973 6.885789)","2012","Maternas","Nacidos vivos","142","0"
"Anorí","05040","NORDESTE","4","POINT (-75.145827 7.073577)","2012","Maternas","Nacidos vivos","269","0"
"Anzá","05044","OCCIDENTE","6","POINT (-75.854027 6.303405)","2012","Maternas","Nacidos vivos","91","0"
"Apartadó","05045","URABA","9","POINT (-76.630692 7.887047)","2012","Maternas","Nacidos vivos","2,249","3"
"Arboletes","05051","URABA","9","POINT (-76.427353 8.852936)","2012","Maternas","Nacidos vivos","486","1"
"Argelia","05055","ORIENTE","7","POINT (-75.142821 5.731236)","2012","Maternas","Nacidos vivos","125","0"
"Armenia","05059","OCCIDENTE","6","POINT (-75.787666 6.156497)","2012","Maternas","Nacidos vivos","50","0"
"Barbosa","05079","VALLE DE ABURRA","1","POINT (-75.331286 6.437248)","2012","Maternas","Nacidos vivos","501","0"
"Bello","05088","VALLE DE ABURRA","1","POINT (-75.558281 6.334985)","2012","Maternas","Nacidos vivos","4,831","3"
"Belmira","05086","NORTE","5","POINT (-75.667252 6.606713)","2012","Maternas","Nacidos vivos","83","0"
"Betania","05091","SUROESTE","8","POINT (-75.976261 5.745292)","2012","Maternas","Nacidos vivos","117","0"
"Betulia","05093","SUROESTE","8","POINT (-75.984594 6.113454)","2012","Maternas","Nacidos vivos","267","0"
"Briceño","05107","NORTE","5","POINT (-75.551532 7.110465)","2012","Maternas","Nacidos vivos","133","0"
"Buriticá","05113","OCCIDENTE","6","POINT (-75.907102 6.719872)","2012","Maternas","Nacidos vivos","103","0"
"Cáceres","05120","BAJO CAUCA","2","POINT (-75.347874 7.582281)","2012","Maternas","Nacidos vivos","589","0"
"Caicedo","05125","OCCIDENTE","6","POINT (-75.982545 6.406072)","2012","Maternas","Nacidos vivos","104","0"
"Caldas","05129","VALLE DE ABURRA","1","POINT (-75.635534 6.09199)","2012","Maternas","Nacidos vivos","724","0"
"Campamento","05134","NORTE","5","POINT (-75.29634 6.979113)","2012","Maternas","Nacidos vivos","128","1"
"Cañasgordas","05138","OCCIDENTE","6","POINT (-76.025603 6.749957)","2012","Maternas","Nacidos vivos","195","0"
"Caracolí","05142","MAGDALENA MEDIO","3","POINT (-74.756712 6.410876)","2012","Maternas","Nacidos vivos","62","0"
"Caramanta","05145","SUROESTE","8","POINT (-75.644483 5.548681)","2012","Maternas","Nacidos vivos","57","0"
"Carepa","05147","URABA","9","POINT (-76.655568 7.755937)","2012","Maternas","Nacidos vivos","959","1"
"Carolina","05150","NORTE","5","POINT (-75.281494 6.723626)","2012","Maternas","Nacidos vivos","28","0"
"Caucasia","05154","BAJO CAUCA","2","POINT (-75.197397 7.989436)","2012","Maternas","Nacidos vivos","1,764","1"
"Chigorodó","05172","URABA","9","POINT (-76.685044 7.672652)","2012","Maternas","Nacidos vivos","1,180","2"
"Cisneros","05190","NORDESTE","4","POINT (-75.087684 6.538526)","2012","Maternas","Nacidos vivos","133","0"
"Ciudad Bolívar","05101","SUROESTE","8","POINT (-76.020994 5.850015)","2012","Maternas","Nacidos vivos","448","0"
"Cocorná","05197","ORIENTE","7","POINT (-75.185273 6.057769)","2012","Maternas","Nacidos vivos","179","0"
"Concepción","05206","ORIENTE","7","POINT (-75.259425 6.394975)","2012","Maternas","Nacidos vivos","42","0"
"Concordia","05209","SUROESTE","8","POINT (-75.907256 6.046154)","2012","Maternas","Nacidos vivos","250","0"
"Copacabana","05212","VALLE DE ABURRA","1","POINT (-75.508181 6.346097)","2012","Maternas","Nacidos vivos","666","0"
"Dabeiba","05234","OCCIDENTE","6","POINT (-76.266682 7.001567)","2012","Maternas","Nacidos vivos","294","1"
"Donmatías","05237","NORTE","5","POINT (-75.394608 6.486305)","2012","Maternas","Nacidos vivos","237","0"
"Ebéjico","05240","OCCIDENTE","6","POINT (-75.768514 6.326468)","2012","Maternas","Nacidos vivos","124","0"
"El Bagre","05250","BAJO CAUCA","2","POINT (-74.812977 7.60005)","2012","Maternas","Nacidos vivos","1,174","2"
"El Carmen de Viboral","05148","ORIENTE","7","POINT (-75.335351 6.083283)","2012","Maternas","Nacidos vivos","527","0"
"El Peñol","05541","ORIENTE","7","POINT (-75.161743 6.234274)","2012","Maternas","Nacidos vivos","228","0"
"El Retiro","05607","ORIENTE","7","POINT (-75.502683 6.057336)","2012","Maternas","Nacidos vivos","166","0"
"El Santuario","05697","ORIENTE","7","POINT (-75.265676 6.139528)","2012","Maternas","Nacidos vivos","463","0"
"Entrerríos","05264","NORTE","5","POINT (-75.517037 6.567385)","2012","Maternas","Nacidos vivos","99","0"
"Envigado","05266","VALLE DE ABURRA","1","POINT (-75.587333 6.16996)","2012","Maternas","Nacidos vivos","1,516","0"
"Fredonia","05282","SUROESTE","8","POINT (-75.671749 5.927145)","2012","Maternas","Nacidos vivos","159","0"
"Frontino","05284","OCCIDENTE","6","POINT (-76.128568 6.77975)","2012","Maternas","Nacidos vivos","296","0"
"Giraldo","05306","OCCIDENTE","6","POINT (-75.953365 6.680421)","2012","Maternas","Nacidos vivos","58","0"
"Girardota","05308","VALLE DE ABURRA","1","POINT (-75.446101 6.377536)","2012","Maternas","Nacidos vivos","424","0"
"Gómez Plata","05310","NORTE","5","POINT (-75.219375 6.681523)","2012","Maternas","Nacidos vivos","74","0"
"Granada","05313","ORIENTE","7","POINT (-75.18443 6.14432)","2012","Maternas","Nacidos vivos","114","0"
"Guadalupe","05315","NORTE","5","POINT (-75.240458 6.814987)","2012","Maternas","Nacidos vivos","63","0"
"Guarne","05318","ORIENTE","7","POINT (-75.442619 6.279958)","2012","Maternas","Nacidos vivos","466","0"
"Guatapé","05321","ORIENTE","7","POINT (-75.161723 6.234276)","2012","Maternas","Nacidos vivos","53","0"
"Heliconia","05347","OCCIDENTE","6","POINT (-75.733349 6.207128)","2012","Maternas","Nacidos vivos","52","0"
"Hispania","05353","SUROESTE","8","POINT (-75.907416 5.799621)","2012","Maternas","Nacidos vivos","51","0"
"Itagüí","05360","VALLE DE ABURRA","1","POINT (-75.609585 6.172619)","2012","Maternas","Nacidos vivos","2,495","1"
"Ituango","05361","NORTE","5","POINT (-75.764081 7.172568)","2012","Maternas","Nacidos vivos","374","0"
"Jardín","05364","SUROESTE","8","POINT (-75.819483 5.599097)","2012","Maternas","Nacidos vivos","174","0"
"Jericó","05368","SUROESTE","8","POINT (-75.786118 5.791557)","2012","Maternas","Nacidos vivos","124","0"
"La Ceja","05376","ORIENTE","7","POINT (-75.431681 6.030682)","2012","Maternas","Nacidos vivos","657","1"
"La Estrella","05380","VALLE DE ABURRA","1","POINT (-75.643382 6.157644)","2012","Maternas","Nacidos vivos","540","0"
"La Pintada","05390","SUROESTE","8","POINT (-75.606525 5.747143)","2012","Maternas","Nacidos vivos","104","0"
"La Unión","05400","ORIENTE","7","POINT (-75.361241 5.973832)","2012","Maternas","Nacidos vivos","239","1"
"Liborina","05411","OCCIDENTE","6","POINT (-75.811313 6.67786)","2012","Maternas","Nacidos vivos","103","1"
"Maceo","05425","MAGDALENA MEDIO","3","POINT (-74.673429 6.530691)","2012","Maternas","Nacidos vivos","110","0"
"Marinilla","05440","ORIENTE","7","POINT (-75.334772 6.173718)","2012","Maternas","Nacidos vivos","646","0"
"Medellín","05001","VALLE DE ABURRA","1","POINT (-75.564739 6.253104)","2012","Maternas","Nacidos vivos","27,816","10"
"Montebello","05467","SUROESTE","8","POINT (-75.524621 5.945694)","2012","Maternas","Nacidos vivos","89","1"
"Murindó","05475","URABA","9","POINT (-76.82131 6.981328)","2012","Maternas","Nacidos vivos","53","0"
"Mutatá","05480","URABA","9","POINT (-76.436928 7.245319)","2012","Maternas","Nacidos vivos","480","0"
"Nariño","05483","ORIENTE","7","POINT (-75.176323 5.609727)","2012","Maternas","Nacidos vivos","152","0"
"Nechí","05495","BAJO CAUCA","2","POINT (-74.775013 8.095003)","2012","Maternas","Nacidos vivos","514","1"
"Necoclí","05490","URABA","9","POINT (-76.786829 8.424299)","2012","Maternas","Nacidos vivos","1,005","2"
"Olaya","05501","OCCIDENTE","6","POINT (-75.81238 6.628142)","2012","Maternas","Nacidos vivos","24","0"
"Peque","05543","OCCIDENTE","6","POINT (-75.908927 7.021696)","2012","Maternas","Nacidos vivos","112","0"
"Pueblorrico","05576","SUROESTE","8","POINT (-75.841914 5.790844)","2012","Maternas","Nacidos vivos","101","0"
"Puerto Berrío","05579","MAGDALENA MEDIO","3","POINT (-74.402022 6.490753)","2012","Maternas","Nacidos vivos","765","0"
"Puerto Nare","05585","MAGDALENA MEDIO","3","POINT (-74.581675 6.187952)","2012","Maternas","Nacidos vivos","122","0"
"Puerto Triunfo","05591","MAGDALENA MEDIO","3","POINT (-74.640079 5.87335)","2012","Maternas","Nacidos vivos","207","0"
"Remedios","05604","NORDESTE","4","POINT (-74.69368 7.02808)","2012","Maternas","Nacidos vivos","386","0"
"Rionegro","05615","ORIENTE","7","POINT (-75.373872 6.153548)","2012","Maternas","Nacidos vivos","1,339","0"
"Sabanalarga","05628","OCCIDENTE","6","POINT (-75.818245 6.850482)","2012","Maternas","Nacidos vivos","142","0"
"Sabaneta","05631","VALLE DE ABURRA","1","POINT (-75.615491 6.15156)","2012","Maternas","Nacidos vivos","464","0"
"Salgar","05642","SUROESTE","8","POINT (-75.979184 5.963438)","2012","Maternas","Nacidos vivos","239","0"
"San Andrés de Cuerquia","05647","NORTE","5","POINT (-75.67649 6.914739)","2012","Maternas","Nacidos vivos","111","0"
"San Carlos","05649","ORIENTE","7","POINT (-74.992086 6.188726)","2012","Maternas","Nacidos vivos","192","1"
"San Francisco","05652","ORIENTE","7","POINT (-75.102069 5.964854)","2012","Maternas","Nacidos vivos","75","0"
"San Jerónimo","05656","OCCIDENTE","6","POINT (-75.72792 6.442677)","2012","Maternas","Nacidos vivos","136","0"
"San José de La Montaña","05658","NORTE","5","POINT (-75.683472 6.848958)","2012","Maternas","Nacidos vivos","48","0"
"San Juan de Urabá","05659","URABA","9","POINT (-76.524538 8.766496)","2012","Maternas","Nacidos vivos","471","0"
"San Luis","05660","ORIENTE","7","POINT (-74.994436 6.042772)","2012","Maternas","Nacidos vivos","213","0"
"San Pedro de Los Milagros","05664","NORTE","5","POINT (-75.555959 6.461815)","2012","Maternas","Nacidos vivos","310","0"
"San Pedro de Urabá","05665","URABA","9","POINT (-76.382921 8.277916)","2012","Maternas","Nacidos vivos","654","2"
"San Rafael","05667","ORIENTE","7","POINT (-75.028257 6.295426)","2012","Maternas","Nacidos vivos","170","0"
"San Roque","05670","NORDESTE","4","POINT (-75.019485 6.485044)","2012","Maternas","Nacidos vivos","263","0"
"San Vicente","05674","ORIENTE","7","POINT (-75.331782 6.282678)","2012","Maternas","Nacidos vivos","194","0"
"Santa Bárbara","05679","SUROESTE","8","POINT (-75.568167 5.874215)","2012","Maternas","Nacidos vivos","262","0"
"Santa Fe de Antioquia","05042","OCCIDENTE","6","POINT (-75.827742 6.556455)","2012","Maternas","Nacidos vivos","317","0"
"Santa Rosa de Osos","05686","NORTE","5","POINT (-75.460696 6.648965)","2012","Maternas","Nacidos vivos","496","1"
"Santo Domingo","05690","NORDESTE","4","POINT (-75.164398 6.471292)","2012","Maternas","Nacidos vivos","100","0"
"Segovia","05736","NORDESTE","4","POINT (-75.164407 6.471289)","2012","Maternas","Nacidos vivos","696","0"
"Sonsón","05756","ORIENTE","7","POINT (-75.31098 5.709254)","2012","Maternas","Nacidos vivos","465","0"
"Sopetrán","05761","OCCIDENTE","6","POINT (-75.742487 6.500955)","2012","Maternas","Nacidos vivos","150","0"
"Támesis","05789","SUROESTE","8","POINT (-75.712508 5.662788)","2012","Maternas","Nacidos vivos","137","0"
"Tarazá","05790","BAJO CAUCA","2","POINT (-75.39983 7.58049)","2012","Maternas","Nacidos vivos","690","0"
"Tarso","05792","SUROESTE","8","POINT (-75.82213 5.865469)","2012","Maternas","Nacidos vivos","72","0"
"Titiribí","05809","SUROESTE","8","POINT (-75.793717 6.063419)","2012","Maternas","Nacidos vivos","85","0"
"Toledo","05819","NORTE","5","POINT (-75.691555 7.01096)","2012","Maternas","Nacidos vivos","97","0"
"Turbo","05837","URABA","9","POINT (-76.728476 8.095151)","2012","Maternas","Nacidos vivos","2,986","3"
"Uramita","05842","OCCIDENTE","6","POINT (-76.266639 7.001396)","2012","Maternas","Nacidos vivos","105","0"
"Urrao","05847","SUROESTE","8","POINT (-76.134557 6.317018)","2012","Maternas","Nacidos vivos","385","0"
"Valdivia","05854","NORTE","5","POINT (-75.391627 7.292119)","2012","Maternas","Nacidos vivos","210","0"
"Valparaíso","05856","SUROESTE","8","POINT (-75.62448 5.616356)","2012","Maternas","Nacidos vivos","51","0"
"Vegachí","05858","NORDESTE","4","POINT (-74.798745 6.77151)","2012","Maternas","Nacidos vivos","202","0"
"Venecia","05861","SUROESTE","8","POINT (-75.733897 5.963555)","2012","Maternas","Nacidos vivos","113","0"
"Vigía del Fuerte","05873","URABA","9","POINT (-76.896085 6.589081)","2012","Maternas","Nacidos vivos","117","0"
"Yalí","05885","NORDESTE","4","POINT (-74.842107 6.675328)","2012","Maternas","Nacidos vivos","76","0"
"Yarumal","05887","NORTE","5","POINT (-75.416733 6.963321)","2012","Maternas","Nacidos vivos","701","0"
"Yolombó","05890","NORDESTE","4","POINT (-75.01183 6.59926)","2012","Maternas","Nacidos vivos","215","0"
"Yondó","05893","MAGDALENA MEDIO","3","POINT (-73.909599 7.007398)","2012","Maternas","Nacidos vivos","280","0"
"Zaragoza","05895","BAJO CAUCA","2","POINT (-74.868261 7.492548)","2012","Maternas","Nacidos vivos","571","0"
"Abejorral","05002","ORIENTE","7","POINT (-75.427045 5.79145)","2013","Maternas","Nacidos vivos","229","0"
"Abriaquí","05004","OCCIDENTE","6","POINT (-76.064563 6.63197)","2013","Maternas","Nacidos vivos","22","0"
"Alejandría","05021","ORIENTE","7","POINT (-75.141258 6.376923)","2013","Maternas","Nacidos vivos","53","0"
"Amagá","05030","SUROESTE","8","POINT (-75.703216 6.04063)","2013","Maternas","Nacidos vivos","259","0"
"Amalfi","05031","NORDESTE","4","POINT (-75.075028 6.907385)","2013","Maternas","Nacidos vivos","337","0"
"Andes","05034","SUROESTE","8","POINT (-75.877699 5.655629)","2013","Maternas","Nacidos vivos","544","0"
"Angelópolis","05036","SUROESTE","8","POINT (-75.710262 6.111531)","2013","Maternas","Nacidos vivos","47","0"
"Angostura","05038","NORTE","5","POINT (-75.334973 6.885789)","2013","Maternas","Nacidos vivos","139","0"
"Anorí","05040","NORDESTE","4","POINT (-75.145827 7.073577)","2013","Maternas","Nacidos vivos","237","1"
"Anzá","05044","OCCIDENTE","6","POINT (-75.854027 6.303405)","2013","Maternas","Nacidos vivos","95","0"
"Apartadó","05045","URABA","9","POINT (-76.630692 7.887047)","2013","Maternas","Nacidos vivos","2,110","2"
"Arboletes","05051","URABA","9","POINT (-76.427353 8.852936)","2013","Maternas","Nacidos vivos","467","0"
"Argelia","05055","ORIENTE","7","POINT (-75.142821 5.731236)","2013","Maternas","Nacidos vivos","120","0"
"Armenia","05059","OCCIDENTE","6","POINT (-75.787666 6.156497)","2013","Maternas","Nacidos vivos","36","0"
"Barbosa","05079","VALLE DE ABURRA","1","POINT (-75.331286 6.437248)","2013","Maternas","Nacidos vivos","432","0"
"Bello","05088","VALLE DE ABURRA","1","POINT (-75.558281 6.334985)","2013","Maternas","Nacidos vivos","4,883","2"
"Belmira","05086","NORTE","5","POINT (-75.667252 6.606713)","2013","Maternas","Nacidos vivos","71","0"
"Betania","05091","SUROESTE","8","POINT (-75.976261 5.745292)","2013","Maternas","Nacidos vivos","99","0"
"Betulia","05093","SUROESTE","8","POINT (-75.984594 6.113454)","2013","Maternas","Nacidos vivos","238","0"
"Briceño","05107","NORTE","5","POINT (-75.551532 7.110465)","2013","Maternas","Nacidos vivos","127","0"
"Buriticá","05113","OCCIDENTE","6","POINT (-75.907102 6.719872)","2013","Maternas","Nacidos vivos","107","0"
"Cáceres","05120","BAJO CAUCA","2","POINT (-75.347874 7.582281)","2013","Maternas","Nacidos vivos","567","0"
"Caicedo","05125","OCCIDENTE","6","POINT (-75.982545 6.406072)","2013","Maternas","Nacidos vivos","84","0"
"Caldas","05129","VALLE DE ABURRA","1","POINT (-75.635534 6.09199)","2013","Maternas","Nacidos vivos","742","0"
"Campamento","05134","NORTE","5","POINT (-75.29634 6.979113)","2013","Maternas","Nacidos vivos","115","0"
"Cañasgordas","05138","OCCIDENTE","6","POINT (-76.025603 6.749957)","2013","Maternas","Nacidos vivos","182","0"
